#OTU ID,ZD01,ZD02,ZD03,ZD04,ZG01,ZG02,ZG03,ZG04,ZP01,ZP02,ZP03,ZP04,ZS01,ZS02,ZS03,ZS04,ZW01,ZW02,ZW03,ZW04,Consensus Lineage
Otu801,279,89,137,84,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,4,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Didymella; s__Didymella_rumicicola
Otu163,0,0,0,0,0,0,0,0,75,62,61,38,34,22,27,122,19,11,9,5,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu379,0,0,0,0,28,118,104,83,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu803,0,0,0,0,0,0,0,0,6,1,1,7,0,0,1,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified
Otu174,0,0,0,0,0,0,0,0,0,131,162,90,19,10,29,54,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophora; s__Peniophora_piceae
Otu583,0,0,0,0,0,0,0,0,3,5,11,4,2,2,3,8,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__unidentified
Otu145,0,0,0,0,0,0,0,0,5,85,100,76,47,37,82,146,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu191,0,0,0,0,0,0,0,0,10,16,5,2,1,0,3,5,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu288,0,0,0,0,0,0,0,0,9,18,26,44,9,2,10,42,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu230,0,0,0,0,0,0,0,0,27,37,50,36,5,10,17,26,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__unidentified
Otu258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu375,0,0,0,0,0,0,0,0,0,7,2,0,2,0,24,1,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_spinulosum
Otu1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiomycetes_ord_Incertae_sedis; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_griseum
Otu577,0,0,0,0,0,0,0,0,3,5,7,3,1,13,0,20,1,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Phaeomoniella; s__unidentified
Otu85,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,549,834,570,1828,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideomycetes_ord_Incertae_sedis; f__Dothideomycetes_fam_Incertae_sedis; g__Ramimonilia; s__Ramimonilia_apicalis
Otu256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Parastagonospora; s__Parastagonospora_avenae
Otu662,0,0,0,0,0,0,0,0,5,7,1,6,1,1,0,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Taphrinomycetes; o__Taphrinales; f__Taphrinaceae; g__Taphrina; s__Taphrina_tormentillae
Otu755,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Phaeomoniellales; f__Phaeomoniellaceae; g__Neophaeomoniella; s__Neophaeomoniella_niveniae
Otu276,0,0,0,0,0,0,0,0,0,1,3,5,4,19,9,16,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Leotiomycetes_ord_Incertae_sedis; f__Pseudeurotiaceae; g__unidentified; s__unidentified
Otu345,0,0,0,0,0,0,0,0,3,4,3,2,1,0,1,2,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryales; f__Microbotryaceae; g__Microbotryum; s__Microbotryum_silybum
Otu273,0,0,0,0,0,0,0,0,7,20,37,27,10,8,20,14,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__unidentified
Otu704,0,0,0,0,0,0,0,0,3,0,1,5,0,1,1,6,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu437,0,0,0,0,0,0,0,0,0,4,6,3,4,2,8,19,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae; g__Calycina; s__Calycina_marina
Otu850,0,0,0,0,0,0,0,0,12,2,4,11,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified
Otu331,0,0,0,0,0,0,0,0,35,34,27,28,6,6,6,10,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Chalara; s__Chalara_hyalocuspica
Otu522,0,0,0,0,8,2,3,1,0,0,0,0,0,0,0,0,25,15,13,32,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Teloschistales; f__Teloschistaceae; g__Caloplaca; s__Caloplaca_cancarixiticola
Otu152,0,0,0,0,0,0,0,0,62,114,114,196,16,22,24,57,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Arthrocatena; s__Arthrocatena_tenebrio
Otu682,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu141,0,0,0,0,0,0,0,0,168,203,122,233,55,64,37,64,0,1,0,2,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__Venturia; s__unidentified
Otu1153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae; g__Discostroma; s__unidentified
Otu184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Vishniacozyma; s__Vishniacozyma_tephrensis
Otu800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Rutstroemiaceae; g__Rutstroemia; s__Rutstroemia_firma
Otu1490,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Trimorphomyces; s__Trimorphomyces_sakaeraticus
Otu1489,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Cystobasidiomycetes; o__Cystobasidiomycetes_ord_Incertae_sedis; f__Symmetrosporaceae; g__Symmetrospora; s__Symmetrospora_gracilis
Otu1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Papiliotrema; s__unidentified
Otu1300,0,0,0,0,0,0,0,0,7,9,6,16,2,4,2,8,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Phaeococcomyces; s__unidentified
Otu1468,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__unidentified; g__unidentified; s__unidentified
Otu1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu987,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Dioszegia; s__Dioszegia_zsoltii_var._yunnanensis
Otu675,0,0,0,0,0,0,0,0,13,4,3,3,4,1,5,16,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideomycetes_ord_Incertae_sedis; f__Dothideomycetes_fam_Incertae_sedis; g__Perusta; s__Perusta_inaequalis
Otu1035,0,0,0,0,0,0,0,0,6,3,6,1,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu707,0,0,0,0,0,0,0,0,2,5,8,6,3,2,1,4,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Arthrocatena; s__Arthrocatena_tenebrio
Otu680,0,0,0,0,0,0,0,0,0,0,11,2,3,2,2,2,1,1,1,1,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu431,0,0,0,0,0,0,0,0,53,26,18,0,0,1,1,23,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu896,0,0,0,0,0,0,0,0,0,5,7,5,0,4,2,0,0,0,1,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu136,0,0,0,0,0,0,0,0,83,91,213,174,15,35,26,50,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Microthyriales; f__Microthyriaceae; g__Tothia; s__Tothia_spartii
Otu1014,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Orbilia; s__Orbilia_flavidorosella
Otu267,0,0,0,0,0,0,0,0,2,9,37,7,101,6,9,9,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Pilidium; s__Pilidium_acerinum
Otu891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,2,4,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Dothioraceae; g__Aureobasidium; s__Aureobasidium_pullulans
Otu598,0,0,0,0,0,0,0,0,0,3,9,5,0,0,0,1,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Lepiota; s__Lepiota_oculata
Otu819,0,0,0,0,0,0,0,0,0,5,1,1,3,4,5,17,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu1267,0,0,0,0,0,0,0,0,11,1,5,7,4,2,7,21,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu374,0,0,0,0,0,0,0,0,1,9,22,22,4,7,6,17,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Friedmanniomyces; s__unidentified
Otu541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__unidentified
Otu203,0,0,0,0,0,0,0,0,2,1,4,4,11,1,6,5,4,0,1,1,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu341,0,0,0,0,0,0,0,0,3,3,15,5,6,6,3,10,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae; g__Alternaria; s__unidentified
Otu187,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__Cryptococcus_uzbekistanensis
Otu413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__Cryptococcus_uzbekistanensis
Otu166,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,7,0,0,0,0,k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu416,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Microbotryomycetes_fam_Incertae_sedis; g__Pseudohyphozyma; s__Pseudohyphozyma_buffonii
Otu1365,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,1,0,0,0,0,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu897,0,0,0,0,0,0,0,0,19,5,7,7,0,0,0,3,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu813,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,2,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Sirobasidiaceae; g__Fibulobasidium; s__Fibulobasidium_murrhardtense
Otu251,0,0,0,0,0,0,0,0,17,90,55,63,13,37,12,51,27,8,15,8,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium; s__Fusarium_concentricum
Otu493,0,0,0,0,0,0,0,0,0,1,9,7,2,2,6,8,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu395,0,0,0,0,0,0,0,0,11,19,32,13,6,3,4,32,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__unidentified; s__unidentified
Otu958,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Pseudofusicoccum; s__Pseudofusicoccum_adansoniae
Otu1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Cryptococcus; s__unidentified
Otu1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Herpotrichia; s__Herpotrichia_juniperi
Otu687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Herpotrichia; s__Herpotrichia_juniperi
Otu1081,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified
Otu1117,0,0,0,0,0,0,0,0,0,0,1,1,4,0,1,3,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Phacidiaceae; g__Phacidium; s__Phacidium_pseudophacidioides
Otu298,0,0,0,0,0,0,0,0,6,19,32,34,6,3,12,24,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Dermateaceae; g__unidentified; s__unidentified
Otu699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Thelebolaceae; g__Thelebolus; s__Thelebolus_globosus
Otu72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified
Otu631,0,0,0,0,0,0,0,0,0,2,1,2,9,6,18,36,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Corticiales; f__Corticiaceae; g__Limonomyces; s__Limonomyces_culmigenus
Otu126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,0,4,5,3,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Gloeophyllales; f__Gloeophyllaceae; g__Gloeophyllum; s__Gloeophyllum_sepiarium
Otu211,0,0,0,0,0,0,0,0,0,0,4,0,4,2,8,6,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified
Otu723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium; s__Penicillium_thomii
Otu354,0,0,0,0,0,0,0,0,2,37,1,12,3,3,25,14,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Petrakia; s__Petrakia_irregularis
Otu620,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,20,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Neostagonospora; s__Neostagonospora_elegiae
Otu456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__Humicola_grisea
Otu582,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,11,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Mucoraceae; g__Mucor; s__Mucor_plumbeus
Otu132,0,0,0,0,0,0,0,0,0,49,210,9,67,131,144,293,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Rhytismatales; f__Rhytismataceae; g__Coccomyces; s__unidentified
Otu401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Lecanorales; f__unidentified; g__unidentified; s__unidentified
Otu1100,0,0,0,0,0,0,0,0,1,14,16,19,21,22,18,27,0,0,0,0,k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Acarosporales; f__Acarosporaceae; g__Trimmatothelopsis; s__Trimmatothelopsis_smaragdula
Otu573,0,0,0,0,0,0,0,0,0,9,9,3,2,1,3,5,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Preussia; s__Preussia_flanaganii
Otu74,0,0,0,0,0,0,0,0,0,3,0,0,7,5,2,6,0,0,0,1,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Neopeckia; s__Neopeckia_coulteri
Otu762,0,0,0,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Trichocladium; s__Trichocladium_opacum
Otu262,0,0,0,0,0,0,0,0,0,0,4,1,12,13,17,20,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu521,0,0,0,0,0,0,0,0,0,0,0,0,1,9,18,3,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu327,0,0,0,0,0,0,0,0,12,23,10,41,16,7,5,7,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Xenopolyscytalum; s__Xenopolyscytalum_pinea
Otu507,0,0,0,0,0,0,0,0,2,3,3,6,2,2,5,2,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__unidentified; g__unidentified; s__unidentified
Otu502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Tremella; s__unidentified
Otu423,0,0,0,0,0,0,0,0,0,49,7,8,0,2,9,4,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu839,0,0,0,0,0,0,0,0,0,9,3,24,0,3,6,2,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Teratosphaeriaceae; g__unidentified; s__unidentified
Otu623,0,0,0,0,0,0,0,0,4,14,12,12,2,2,8,6,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Microbotryomycetes_ord_Incertae_sedis; f__Microbotryomycetes_fam_Incertae_sedis; g__Pseudohyphozyma; s__Pseudohyphozyma_buffonii
Otu688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified
Otu1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporales_fam_Incertae_sedis; g__Phoma; s__Phoma_polemonii
Otu309,0,0,0,0,0,0,0,0,18,17,50,16,2,1,5,6,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Infundichalara; s__Infundichalara_minuta
Otu993,0,0,0,0,0,0,0,0,0,1,3,7,1,0,2,4,0,0,0,0,k__Fungi; p__Basidiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu644,0,0,0,0,0,0,0,0,0,1,5,1,0,0,1,3,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu449,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,5,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__Sporidiobolales_fam_Incertae_sedis; g__Rhodotorula; s__unidentified
Otu748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__unidentified; s__unidentified
Otu451,0,0,0,0,0,0,0,0,0,1,1,8,10,37,34,72,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiales_fam_Incertae_sedis; g__Naevala; s__unidentified
Otu470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Sclerostagonospora; s__unidentified
Otu640,0,0,0,0,0,0,0,0,14,9,10,2,1,2,2,5,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__unidentified; g__unidentified; s__unidentified
Otu548,0,0,0,0,0,0,0,0,5,9,2,1,2,2,2,8,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Chalara; s__Chalara_hyalocuspica
Otu727,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Agaricostilbaceae; g__Sterigmatomyces; s__Sterigmatomyces_halophilus
Otu622,0,0,0,0,0,0,0,0,0,5,3,2,2,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified
Otu420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_appalachiense
Otu458,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Sirobasidiaceae; g__Sirobasidium; s__Sirobasidium_magnum
Otu1133,0,0,0,0,0,0,0,0,1,10,3,3,0,2,4,4,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Chalara; s__unidentified
Otu340,0,0,0,0,0,0,0,0,44,4,18,29,4,4,3,10,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__unidentified; s__unidentified
Otu611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu828,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified
Otu237,0,0,0,0,0,0,0,0,21,44,61,36,14,9,21,48,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; g__Septoria; s__Septoria_cretae
